event_id,event_time,sku_id,warehouse_id,movement_type,quantity,source_system
EVT410,23/03/2026,SKU-1467,WH-04,IN,50,POS
EVT411,2026/02/09 11:26,SKU-1930,WH-01,OUT,94,POS
EVT412,2026-01-18 11:18:00,SKU-1159,WH-02,IN,25,POS
EVT413,2026/02/08 00:49,SKU-1547,WH-05,OUT,81,POS
EVT414,25/01/2026,SKU-1817,WH-04,IN,54,WMS
EVT415,2026-04-17 12:14:00,SKU-1447,WH-03,IN,45,POS
EVT416,2026/03/20 22:43,SKU-1081,WH-02,IN,55,POS
EVT417,20/04/2026,SKU-1291,WH-04,OUT,44,ERP
EVT418,21/03/2026,SKU-1296,WH-03,OUT,83,POS
EVT419,06/02/2026,SKU-1019,WH-01,IN,93,WMS
EVT420,2026/01/28 10:26,SKU-1448,WH-01,OUT,12,POS
EVT421,2026-02-12 02:53:00,SKU-1804,WH-02,IN,16,ERP
EVT422,25/01/2026,SKU-1057,WH-01,IN,75,POS
EVT423,26/02/2026,SKU-1848,WH-01,IN,116,ERP
EVT424,2026/01/27 15:24,SKU-1203,WH-01,IN,59,WMS
EVT425,2026/04/06 17:33,SKU-1984,WH-01,IN,66,ERP
EVT426,2026/04/21 21:13,SKU-1259,WH-01,INVALID,29,ERP
EVT427,16/03/2026,SKU-1241,WH-01,OUT,55,ERP
EVT428,2026/03/18 04:23,SKU-1009,WH-04,IN,10,ERP
EVT429,08/04/2026,SKU-1254,WH-03,OUT,36,ERP
EVT430,2026-03-04 07:20:00,SKU-1364,WH-02,OUT,54,WMS
EVT431,2026/01/25 00:44,SKU-1807,WH-04,IN,32,POS
EVT432,26/02/2026,SKU-1366,WH-04,IN,13,WMS
EVT433,04/04/2026,SKU-1713,,OUT,46,WMS
EVT434,2026/02/07 08:34,,WH-01,OUT,10,POS
EVT435,2026/04/24 00:39,SKU-1464,WH-02,IN,106,POS
EVT436,2026/03/10 12:12,SKU-1794,WH-03,IN,30,WMS
EVT437,2026/02/22 20:20,SKU-1699,WH-01,OUT,45,ERP
EVT438,2026-01-23 01:12:00,SKU-1098,WH-01,IN,14,ERP
EVT439,,SKU-1497,WH-02,IN,29,WMS
EVT440,2026-01-10 00:59:00,SKU-1718,WH-02,IN,13,ERP
EVT441,2026/03/23 01:23,SKU-1671,WH-04,IN,66,WMS
EVT442,,SKU-1761,WH-04,IN,31,WMS
EVT443,2026-03-08 03:06:00,SKU-1041,WH-01,IN,31,WMS
EVT444,2026/03/14 20:11,SKU-1236,WH-01,IN,22,WMS
EVT445,2026-02-15 21:29:00,SKU-1767,WH-01,IN,57,WMS
EVT446,21/02/2026,SKU-1681,WH-01,OUT,38,WMS
EVT447,2026/02/10 17:20,SKU-1161,WH-02,OUT,48,POS
EVT448,2026-01-31 18:34:00,SKU-1422,WH-04,OUT,18,ERP
EVT449,2026/02/27 14:25,SKU-1384,WH-03,OUT,34,ERP
EVT450,,SKU-1743,WH-03,IN,61,POS
EVT451,2026/03/30 08:58,SKU-1227,WH-01,IN,65,WMS
EVT452,2026/02/28 11:09,SKU-1523,WH-02,OUT,-5,ERP
EVT453,2026/02/08 02:36,SKU-1271,WH-01,OUT,99,POS
EVT454,2026/01/23 15:52,SKU-1582,WH-03,IN,9,WMS
EVT455,,SKU-1719,WH-01,IN,68,WMS
EVT456,23/04/2026,SKU-1390,WH-05,OUT,32,ERP
EVT457,02/01/2026,SKU-1890,WH-03,IN,28,WMS
EVT458,20/01/2026,SKU-1391,WH-01,IN,92,WMS
EVT459,2026/02/27 19:36,SKU-1226,WH-03,OUT,111,WMS
EVT460,2026/02/13 02:30,SKU-1092,WH-04,OUT,62,WMS
EVT461,,SKU-1763,WH-01,OUT,76,ERP
EVT462,13/03/2026,SKU-1492,WH-02,IN,41,WMS
EVT463,2026-04-29 18:05:00,SKU-1252,WH-03,OUT,59,ERP
EVT464,18/03/2026,SKU-1687,WH-02,OUT,71,POS
EVT465,21/03/2026,SKU-1173,WH-04,OUT,76,ERP
EVT466,2026-04-04 02:07:00,SKU-1946,WH-03,OUT,11,WMS
EVT467,,SKU-1055,WH-05,IN,104,POS
EVT468,2026/01/27 23:34,SKU-1710,WH-02,OUT,14,ERP
EVT469,04/04/2026,SKU-1208,WH-01,IN,58,WMS
EVT470,2026-02-02 05:03:00,SKU-1684,WH-04,IN,99,POS
EVT471,,SKU-1205,WH-01,IN,24,POS
EVT472,07/02/2026,SKU-1676,WH-02,OUT,109,ERP
EVT473,21/04/2026,SKU-1389,WH-01,OUT,55,ERP
EVT474,2026/01/03 01:15,SKU-1190,WH-02,OUT,111,WMS
EVT475,2026-03-29 11:22:00,SKU-1312,WH-03,OUT,75,WMS
EVT476,2026/03/22 08:56,SKU-1309,WH-01,OUT,27,POS
EVT477,29/01/2026,SKU-1911,WH-05,IN,1,POS
EVT478,2026/03/20 20:43,SKU-1672,WH-02,IN,118,ERP
EVT479,2026-03-19 10:28:00,SKU-1427,WH-02,OUT,44,WMS
EVT480,,SKU-1134,WH-03,IN,42,WMS
EVT481,2026-04-09 04:41:00,SKU-1722,WH-02,IN,13,WMS
EVT482,2026/01/16 05:20,SKU-1939,WH-02,IN,33,ERP
EVT483,,SKU-1744,WH-04,OUT,65,WMS
EVT484,10/04/2026,SKU-1956,WH-05,OUT,25,ERP
EVT485,20/03/2026,SKU-1189,WH-03,IN,103,ERP
EVT486,18/01/2026,SKU-1236,WH-01,IN,32,WMS
EVT487,2026/03/02 04:10,SKU-1480,WH-01,OUT,16,ERP
EVT488,,SKU-1231,WH-05,IN,26,ERP
EVT489,2026-04-21 19:31:00,SKU-1775,WH-05,IN,47,WMS
EVT490,06/01/2026,SKU-1332,WH-01,OUT,33,POS
EVT491,2026/03/10 16:41,SKU-1737,WH-05,IN,103,WMS
EVT492,2026/01/06 07:33,SKU-1805,WH-02,IN,38,WMS
EVT493,22/03/2026,SKU-1405,WH-02,IN,1,POS
EVT494,,SKU-1450,WH-03,OUT,63,WMS
EVT495,,SKU-1941,WH-04,IN,91,WMS
EVT496,2026/01/18 12:26,SKU-1512,WH-05,IN,99,POS
EVT497,,SKU-1461,WH-03,IN,83,POS
EVT498,2026/04/04 03:05,SKU-1331,WH-03,OUT,68,ERP
EVT499,2026/04/04 16:39,SKU-1723,WH-01,IN,71,ERP
EVT500,14/03/2026,SKU-1387,WH-03,IN,12,ERP
EVT501,09/02/2026,SKU-1166,WH-03,OUT,10,POS
EVT502,2026/01/01 19:48,SKU-1295,WH-04,IN,17,POS
EVT503,2026/03/19 15:15,SKU-1012,WH-02,IN,64,ERP
EVT504,2026/03/18 00:15,SKU-1602,WH-02,OUT,39,WMS
EVT505,24/01/2026,SKU-1284,WH-04,OUT,45,WMS
EVT506,08/02/2026,SKU-1357,WH-03,IN,29,ERP
EVT507,2026-03-26 22:44:00,SKU-1050,WH-01,INVALID,47,WMS
EVT508,2026-02-16 01:05:00,SKU-1586,WH-05,IN,10,POS
EVT509,,SKU-1330,WH-04,IN,73,POS
EVT510,2026-02-22 16:13:00,SKU-1482,WH-04,OUT,113,WMS
EVT511,2026/03/09 02:30,SKU-1214,WH-02,IN,16,WMS
EVT512,,SKU-1705,WH-05,OUT,60,WMS
EVT513,2026-03-05 16:46:00,SKU-1588,WH-05,IN,6,WMS
EVT514,2026/02/07 06:00,SKU-1509,WH-04,OUT,21,ERP
EVT515,2026/04/13 19:26,SKU-1024,WH-01,IN,60,POS
EVT516,23/03/2026,SKU-1046,WH-04,OUT,96,POS
EVT517,2026-04-09 00:07:00,SKU-1260,WH-01,IN,14,WMS
EVT518,,SKU-1341,WH-02,IN,117,POS
EVT519,13/04/2026,SKU-1853,WH-02,OUT,80,ERP
EVT520,2026/02/12 14:50,SKU-1493,WH-04,IN,83,POS
EVT521,2026-03-28 10:35:00,SKU-1950,WH-02,IN,31,WMS
EVT522,2026/04/12 11:04,SKU-1019,WH-02,IN,112,ERP
EVT523,,SKU-1287,WH-05,IN,15,WMS
EVT524,2026/04/01 10:45,SKU-1398,WH-04,IN,39,ERP
EVT525,,SKU-1278,WH-04,OUT,88,WMS
EVT526,2026/01/26 02:28,SKU-1309,WH-04,OUT,119,WMS
EVT527,29/04/2026,SKU-1025,WH-02,OUT,33,WMS
EVT528,2026-05-01 16:43:00,SKU-1317,WH-03,OUT,9,ERP
EVT529,2026-01-15 00:19:00,SKU-1210,WH-02,IN,-5,ERP
EVT530,2026-01-06 03:33:00,SKU-1703,WH-01,IN,32,WMS
EVT531,2026-01-27 10:12:00,SKU-1763,WH-03,IN,98,ERP
EVT532,04/02/2026,SKU-1293,WH-03,IN,65,POS
EVT533,2026/03/11 11:35,SKU-1117,WH-02,OUT,104,POS
EVT534,,SKU-1277,WH-04,IN,115,WMS
EVT535,2026/04/26 21:03,SKU-1913,WH-01,OUT,81,ERP
EVT536,25/04/2026,SKU-1392,WH-02,IN,79,WMS
EVT537,2026-04-02 21:51:00,SKU-1716,WH-01,IN,70,WMS
EVT538,12/01/2026,SKU-1080,WH-03,IN,13,ERP
EVT539,2026-01-30 07:09:00,SKU-1466,WH-03,IN,107,WMS
EVT540,2026-02-12 10:29:00,SKU-1264,WH-01,IN,30,POS
EVT541,22/01/2026,SKU-1030,WH-02,IN,39,POS
EVT542,12/04/2026,SKU-1618,WH-01,IN,42,WMS
EVT543,2026/02/22 07:39,SKU-1665,WH-02,INVALID,63,ERP
EVT544,15/04/2026,SKU-1561,,OUT,86,POS
EVT545,,SKU-1803,WH-04,IN,10,WMS
EVT546,17/03/2026,SKU-1079,WH-02,IN,27,POS
EVT547,,SKU-1568,WH-01,IN,81,WMS
EVT548,26/03/2026,SKU-1833,WH-02,IN,62,ERP
EVT549,,SKU-1836,WH-04,OUT,101,ERP
EVT550,2026/02/27 06:13,SKU-1676,WH-01,IN,93,WMS
EVT551,28/04/2026,SKU-1898,WH-04,IN,97,POS
EVT552,17/01/2026,SKU-1091,WH-05,OUT,49,POS
EVT553,15/02/2026,SKU-1922,WH-01,IN,-5,POS
EVT554,2026-02-10 22:24:00,SKU-1886,WH-03,OUT,80,POS
EVT555,25/01/2026,SKU-1390,WH-03,IN,52,POS
EVT556,2026-01-18 00:04:00,SKU-1860,WH-05,IN,61,WMS
EVT557,,SKU-1016,WH-03,IN,87,WMS
EVT558,2026/04/30 13:39,SKU-1825,WH-04,IN,83,ERP
EVT559,29/01/2026,SKU-1465,WH-04,OUT,45,WMS
EVT560,04/02/2026,SKU-1007,WH-03,IN,64,WMS
EVT561,2026-01-15 18:30:00,SKU-1590,WH-02,IN,29,WMS
EVT562,2026/04/07 08:29,SKU-1081,WH-02,IN,118,WMS
EVT563,2026-04-05 21:42:00,SKU-1080,WH-01,IN,49,ERP
EVT564,07/01/2026,SKU-1700,WH-02,OUT,98,ERP
EVT565,23/02/2026,SKU-1480,WH-02,IN,67,POS
EVT566,04/04/2026,SKU-1296,WH-05,IN,113,ERP
EVT567,07/02/2026,SKU-1644,WH-02,IN,20,ERP
EVT568,2026/02/05 08:08,SKU-1293,WH-02,IN,18,WMS
EVT569,,SKU-1287,WH-01,OUT,57,ERP
EVT570,2026-03-04 05:51:00,,WH-01,IN,47,WMS
EVT571,16/04/2026,SKU-1882,WH-05,IN,35,POS
EVT572,,SKU-1770,WH-02,IN,13,ERP
EVT573,2026-04-15 03:03:00,SKU-1591,WH-01,OUT,16,ERP
EVT574,,SKU-1475,WH-02,IN,63,POS
EVT575,,SKU-1699,WH-01,IN,20,POS
EVT576,28/04/2026,SKU-1391,WH-03,OUT,-5,POS
EVT577,2026-02-12 08:17:00,SKU-1979,WH-04,IN,24,ERP
EVT578,31/01/2026,SKU-1261,WH-02,IN,35,WMS
EVT579,2026-02-10 17:00:00,SKU-1788,WH-03,IN,68,WMS
EVT580,29/03/2026,SKU-1008,WH-02,IN,5,ERP
EVT581,2026-01-08 19:42:00,SKU-1742,WH-01,IN,49,ERP
EVT582,2026-04-20 19:08:00,SKU-1973,WH-03,OUT,17,POS
EVT583,,SKU-1672,WH-02,IN,25,ERP
EVT584,2026/04/29 08:49,SKU-1259,WH-05,IN,109,POS
EVT585,05/02/2026,SKU-1708,WH-01,IN,25,POS
EVT586,2026-02-26 02:31:00,SKU-1340,WH-05,OUT,5,ERP
EVT587,,SKU-1624,WH-02,OUT,107,WMS
EVT588,10/01/2026,SKU-1658,WH-03,OUT,-5,WMS
EVT589,2026/03/23 00:59,SKU-1256,WH-04,OUT,5,ERP
EVT590,,SKU-1680,WH-03,IN,44,WMS
EVT591,2026/04/10 02:34,SKU-1962,WH-02,IN,20,ERP
EVT592,,SKU-1003,WH-04,OUT,81,POS
EVT593,,SKU-1341,WH-01,IN,35,WMS
EVT594,2026-02-07 20:12:00,SKU-1873,WH-04,IN,-5,ERP
EVT595,2026-02-19 03:40:00,SKU-1567,WH-03,OUT,74,WMS
EVT596,2026-01-18 01:12:00,,WH-03,IN,66,ERP
EVT597,2026-03-11 20:19:00,SKU-1737,WH-02,OUT,4,POS
EVT598,05/01/2026,SKU-1546,WH-02,IN,13,POS
EVT599,2026-03-27 16:29:00,SKU-1806,WH-01,IN,17,WMS
EVT600,2026/01/10 01:47,SKU-1891,WH-03,OUT,9,ERP
EVT601,,SKU-1500,WH-04,IN,40,ERP
EVT602,2026-01-13 14:39:00,SKU-1014,WH-04,IN,31,ERP
EVT603,2026-03-18 19:14:00,SKU-1855,WH-04,OUT,62,ERP
EVT604,,SKU-1823,WH-04,IN,68,ERP
EVT605,12/04/2026,SKU-1999,WH-01,IN,44,ERP
EVT606,,SKU-1607,WH-01,OUT,33,POS
EVT607,2026/01/13 20:39,SKU-1566,WH-05,OUT,56,POS
EVT608,,SKU-1796,WH-01,OUT,87,WMS
EVT609,2026-03-02 22:08:00,SKU-1607,WH-03,IN,31,ERP
EVT610,23/01/2026,SKU-1146,WH-02,OUT,43,ERP
EVT611,16/04/2026,SKU-1610,WH-03,OUT,88,POS
EVT612,2026-01-13 19:23:00,SKU-1004,,IN,22,WMS
EVT613,2026-01-25 03:50:00,SKU-1519,WH-03,OUT,105,ERP
EVT614,27/03/2026,SKU-1701,WH-02,OUT,34,WMS
EVT615,2026-04-24 14:02:00,SKU-1372,WH-01,IN,80,ERP
EVT616,04/03/2026,SKU-1758,WH-01,IN,93,ERP
EVT617,,SKU-1916,WH-03,OUT,81,POS
EVT618,2026-02-22 06:24:00,SKU-1235,WH-01,OUT,15,ERP
EVT619,2026-01-28 19:29:00,SKU-1075,WH-01,IN,41,ERP
EVT620,2026/02/04 06:21,SKU-1396,WH-03,IN,83,ERP
EVT621,,SKU-1032,WH-01,OUT,13,ERP
EVT622,23/03/2026,SKU-1778,WH-03,IN,62,ERP
EVT623,2026/03/08 15:55,SKU-1591,WH-01,OUT,14,ERP
EVT624,2026/04/05 07:15,SKU-1605,WH-01,IN,39,POS
EVT625,2026-04-27 18:57:00,SKU-1444,WH-05,IN,67,ERP
EVT626,2026/03/06 01:27,SKU-1427,WH-05,IN,1,WMS
EVT627,05/03/2026,SKU-1403,WH-03,OUT,61,WMS
EVT628,15/02/2026,SKU-1771,WH-02,OUT,118,WMS
EVT629,,SKU-1092,WH-01,IN,110,WMS
EVT630,21/02/2026,SKU-1024,WH-03,IN,8,POS
EVT631,2026-02-19 22:21:00,SKU-1641,WH-01,IN,50,WMS
EVT632,2026-03-15 06:50:00,SKU-1033,WH-03,IN,59,WMS
EVT633,2026-04-27 21:23:00,SKU-1082,WH-03,OUT,31,ERP
EVT634,2026/01/23 20:35,SKU-1113,WH-03,OUT,84,WMS
EVT635,2026-01-31 17:07:00,SKU-1068,WH-01,IN,59,WMS
EVT636,27/01/2026,SKU-1489,WH-03,IN,29,ERP
EVT637,,SKU-1328,WH-02,IN,59,POS
EVT638,2026-03-10 21:52:00,SKU-1463,WH-04,IN,-5,WMS
EVT639,2026/03/30 02:12,SKU-1921,WH-02,OUT,106,POS
EVT640,2026/01/14 05:17,SKU-1089,WH-01,IN,47,ERP
EVT641,22/03/2026,SKU-1713,WH-04,IN,44,POS
EVT642,2026-02-26 23:41:00,SKU-1992,WH-01,OUT,69,ERP
EVT643,2026/03/08 20:21,SKU-1298,WH-04,OUT,27,POS
EVT644,2026/03/27 22:33,SKU-1592,WH-04,IN,107,WMS
EVT645,,SKU-1455,WH-01,IN,-5,POS
EVT646,2026-02-06 14:10:00,SKU-1380,WH-04,OUT,13,WMS
EVT647,2026/04/18 22:44,SKU-1946,WH-01,IN,93,WMS
EVT648,2026/03/15 04:28,SKU-1813,WH-01,IN,55,POS
EVT649,,SKU-1378,WH-03,IN,96,POS
EVT650,,SKU-1552,WH-01,IN,9,ERP
EVT651,2026-03-11 16:21:00,SKU-1970,WH-01,IN,30,WMS
EVT652,,SKU-1722,WH-05,IN,62,WMS
EVT653,2026/03/03 01:08,SKU-1746,WH-02,OUT,33,WMS
EVT654,2026-02-27 11:05:00,SKU-1564,WH-02,OUT,48,POS
EVT655,2026-04-30 08:12:00,SKU-1056,WH-03,OUT,22,ERP
EVT656,07/03/2026,SKU-1085,,IN,38,POS
EVT657,2026-02-16 12:09:00,SKU-1325,WH-05,IN,42,WMS
EVT658,2026-02-14 09:28:00,SKU-1874,WH-02,OUT,74,WMS
EVT659,2026/02/26 09:10,SKU-1089,WH-03,OUT,81,WMS
EVT660,12/01/2026,SKU-1993,WH-01,IN,31,POS
EVT661,,SKU-1486,WH-05,OUT,9,ERP
EVT662,01/04/2026,SKU-1419,WH-02,IN,27,ERP
EVT663,,SKU-1204,WH-01,INVALID,73,WMS
EVT664,2026/01/01 04:16,SKU-1311,WH-02,OUT,57,POS
EVT665,2026/04/25 09:26,SKU-1978,WH-02,IN,50,ERP
EVT666,05/03/2026,SKU-1503,WH-01,IN,20,WMS
EVT667,,SKU-1370,WH-02,OUT,46,ERP
EVT668,2026/03/16 01:09,SKU-1382,WH-01,OUT,46,POS
EVT669,16/02/2026,SKU-1472,WH-02,OUT,9,POS
EVT670,2026-01-25 20:11:00,SKU-1049,,INVALID,92,ERP
EVT671,2026-04-19 21:51:00,SKU-1613,WH-02,OUT,22,POS
EVT672,,SKU-1277,WH-02,IN,54,ERP
EVT673,2026/01/14 06:09,SKU-1530,WH-02,OUT,40,WMS
EVT674,2026-04-17 16:54:00,SKU-1226,WH-04,IN,30,WMS
EVT675,2026/04/28 02:07,SKU-1729,WH-04,OUT,58,ERP
EVT676,,SKU-1945,WH-01,OUT,69,WMS
EVT677,,SKU-1535,WH-01,OUT,15,ERP
EVT678,17/01/2026,SKU-1877,WH-01,OUT,54,WMS
EVT679,2026/02/25 01:12,SKU-1781,WH-01,IN,7,ERP
EVT680,27/04/2026,SKU-1033,WH-03,IN,21,ERP
EVT681,2026-03-19 06:37:00,SKU-1308,WH-01,OUT,58,ERP
EVT682,,SKU-1189,WH-01,IN,11,POS
EVT683,2026-01-31 16:36:00,SKU-1360,WH-04,OUT,98,ERP
EVT684,2026-01-25 09:10:00,SKU-1101,WH-01,OUT,29,WMS
EVT685,2026/04/19 22:30,SKU-1004,WH-05,IN,2,POS
EVT686,2026-04-17 11:24:00,SKU-1714,WH-03,OUT,-5,POS
EVT687,2026-01-16 14:07:00,SKU-1219,WH-01,INVALID,36,WMS
EVT688,03/04/2026,SKU-1139,WH-03,OUT,91,POS
EVT689,2026/03/29 14:14,SKU-1505,WH-02,IN,61,WMS
EVT690,2026/04/18 15:43,SKU-1417,WH-01,OUT,79,POS
EVT691,2026-02-26 16:42:00,SKU-1183,WH-02,OUT,111,WMS
EVT692,2026-01-14 23:59:00,SKU-1087,WH-02,IN,75,ERP
EVT693,,SKU-1066,WH-02,IN,50,POS
EVT694,04/02/2026,,WH-03,IN,58,POS
EVT695,05/02/2026,SKU-1487,WH-02,IN,70,POS
EVT696,2026-01-18 00:06:00,SKU-1110,WH-02,IN,87,WMS
EVT697,2026/02/18 19:43,SKU-1054,WH-03,OUT,42,POS
EVT698,,SKU-1156,WH-01,OUT,29,POS
EVT699,2026/02/03 17:21,SKU-1811,WH-03,IN,28,WMS
EVT700,2026-01-16 12:28:00,SKU-1559,WH-05,IN,29,POS
EVT701,26/03/2026,SKU-1873,WH-01,OUT,83,WMS
EVT702,,SKU-1168,WH-01,OUT,18,WMS
EVT703,2026-03-13 05:32:00,SKU-1502,WH-02,IN,53,ERP
EVT704,2026/02/15 09:20,SKU-1400,WH-05,IN,100,ERP
EVT705,2026-04-05 18:01:00,SKU-1028,WH-04,OUT,18,WMS
EVT706,,SKU-1349,WH-02,OUT,79,ERP
EVT707,09/01/2026,SKU-1253,WH-03,IN,64,POS
EVT708,21/04/2026,SKU-1173,WH-01,OUT,104,WMS
EVT709,10/02/2026,SKU-1923,WH-03,IN,27,POS
EVT710,2026/01/27 10:31,SKU-1330,WH-02,IN,61,WMS
EVT711,,SKU-1830,WH-01,OUT,15,WMS
EVT712,06/02/2026,SKU-1867,WH-04,IN,-5,POS
EVT713,2026-04-02 18:06:00,SKU-1587,WH-03,IN,53,WMS
EVT714,,SKU-1344,WH-04,INVALID,97,ERP
EVT715,,SKU-1667,WH-04,IN,21,POS
EVT716,2026-03-12 05:56:00,SKU-1411,WH-02,OUT,117,ERP
EVT717,,SKU-1642,WH-01,IN,32,POS
EVT718,2026-02-25 18:46:00,SKU-1959,WH-03,IN,61,WMS
EVT719,,SKU-1061,WH-02,OUT,33,POS
EVT720,2026-03-23 06:54:00,SKU-1864,WH-04,IN,65,POS
EVT721,2026/01/31 12:15,SKU-1273,WH-01,IN,25,ERP
EVT722,2026/03/04 17:27,SKU-1153,WH-04,INVALID,56,POS
EVT723,2026/02/03 08:42,SKU-1662,WH-01,OUT,17,WMS
EVT724,03/01/2026,SKU-1180,WH-05,IN,12,ERP
EVT725,,SKU-1321,WH-01,IN,65,WMS
EVT726,,SKU-1906,WH-04,OUT,117,ERP
EVT727,2026-02-02 15:56:00,SKU-1534,WH-05,IN,47,ERP
EVT728,,SKU-1243,WH-04,OUT,59,WMS
EVT729,28/01/2026,SKU-1761,WH-01,OUT,79,POS
EVT730,2026-01-15 10:34:00,SKU-1260,WH-02,OUT,6,POS
EVT731,,SKU-1486,WH-04,IN,27,POS
EVT732,18/04/2026,SKU-1841,WH-05,IN,107,ERP
EVT733,2026/03/23 22:23,SKU-1707,WH-01,OUT,20,WMS
EVT734,,SKU-1124,WH-04,OUT,25,POS
EVT735,2026-01-21 14:40:00,SKU-1308,WH-01,IN,55,POS
EVT736,,SKU-1900,WH-02,OUT,25,POS
EVT737,2026-04-23 03:52:00,SKU-1482,WH-04,IN,34,ERP
EVT738,,SKU-1715,WH-02,IN,33,POS
EVT739,2026-03-22 14:50:00,SKU-1464,WH-01,IN,58,WMS
EVT740,2026-03-15 02:07:00,SKU-1139,WH-03,OUT,60,ERP
EVT741,2026-04-19 19:43:00,SKU-1255,WH-04,IN,59,POS
EVT742,2026/02/03 05:43,SKU-1811,WH-02,IN,33,WMS
EVT743,2026/01/24 12:56,SKU-1846,WH-01,OUT,61,POS
EVT744,29/04/2026,SKU-1967,WH-01,IN,23,WMS
EVT745,,SKU-1641,WH-05,OUT,36,POS
EVT746,2026/01/22 18:07,SKU-1632,WH-01,OUT,67,ERP
EVT747,28/03/2026,SKU-1735,WH-04,IN,59,ERP
EVT748,2026-01-17 13:54:00,SKU-1730,WH-01,IN,59,ERP
EVT749,2026-01-24 13:50:00,SKU-1614,WH-03,OUT,61,ERP
EVT750,2026-02-01 11:37:00,SKU-1029,WH-01,IN,58,WMS
EVT751,30/03/2026,SKU-1662,WH-02,IN,10,ERP
EVT752,2026/01/13 17:03,SKU-1730,WH-03,OUT,79,ERP
EVT753,2026/05/01 21:51,SKU-1340,WH-04,IN,35,WMS
EVT754,18/02/2026,SKU-1726,WH-01,IN,6,WMS
EVT755,22/01/2026,SKU-1379,WH-01,OUT,96,POS
EVT756,2026/01/19 08:07,SKU-1898,WH-01,IN,15,POS
EVT757,2026-04-06 11:59:00,SKU-1045,WH-04,IN,8,POS
EVT758,03/02/2026,SKU-1289,WH-03,IN,21,POS
EVT759,,SKU-1914,WH-05,IN,119,WMS
EVT760,,SKU-1651,WH-01,OUT,6,POS
EVT761,2026/03/05 01:28,SKU-1167,WH-01,IN,18,POS
EVT762,2026/04/21 04:07,SKU-1726,WH-02,IN,39,POS
EVT763,07/03/2026,SKU-1095,WH-01,OUT,61,WMS
EVT764,,SKU-1599,WH-02,INVALID,25,POS
EVT765,,SKU-1693,WH-01,IN,67,POS
EVT766,11/01/2026,SKU-1604,WH-04,OUT,11,WMS
EVT767,,SKU-1675,WH-05,IN,50,WMS
EVT768,27/04/2026,SKU-1637,WH-05,IN,25,ERP
EVT769,06/04/2026,SKU-1883,WH-01,IN,107,WMS
EVT770,2026/04/21 12:05,SKU-1390,WH-01,IN,57,ERP
EVT771,,SKU-1872,WH-03,OUT,74,ERP
EVT772,,SKU-1305,WH-03,IN,37,ERP
EVT773,2026/02/27 12:30,SKU-1367,WH-02,OUT,63,POS
EVT774,,SKU-1576,WH-03,IN,15,WMS
EVT775,2026/01/29 20:43,SKU-1436,WH-02,IN,90,WMS
EVT776,,SKU-1158,WH-03,IN,38,ERP
EVT777,2026-04-26 09:53:00,SKU-1928,WH-01,OUT,14,ERP
EVT778,2026/01/06 16:06,SKU-1535,WH-01,OUT,97,WMS
EVT779,2026/02/02 11:16,SKU-1435,WH-03,IN,84,WMS
EVT780,23/01/2026,SKU-1083,WH-01,IN,5,POS
EVT781,2026/02/28 21:28,SKU-1046,WH-01,IN,115,WMS
EVT782,2026-03-19 08:55:00,SKU-1827,WH-01,OUT,48,WMS
EVT783,2026-01-22 20:30:00,SKU-1108,WH-01,OUT,27,POS
EVT784,2026-03-04 09:39:00,SKU-1708,WH-05,IN,109,WMS
EVT785,2026/01/12 04:08,,WH-03,IN,54,ERP
EVT786,2026-01-04 06:30:00,SKU-1195,WH-03,OUT,-5,WMS
EVT787,2026/03/10 06:05,SKU-1148,WH-04,IN,37,POS
EVT788,,SKU-1788,WH-02,INVALID,40,WMS
EVT789,01/02/2026,SKU-1455,WH-01,IN,8,WMS
EVT790,19/04/2026,SKU-1849,WH-02,OUT,6,POS
EVT791,07/02/2026,SKU-1868,WH-03,IN,47,POS
EVT792,2026/04/15 15:14,SKU-1497,WH-03,IN,56,WMS
EVT793,2026-02-04 20:26:00,SKU-1062,WH-02,IN,37,POS
EVT794,,SKU-1119,WH-03,IN,70,POS
EVT795,2026-03-17 21:21:00,SKU-1743,WH-02,IN,69,WMS
EVT796,2026-04-03 22:24:00,SKU-1873,,IN,26,POS
EVT797,2026-03-21 06:18:00,SKU-1853,WH-04,OUT,40,WMS
EVT798,19/03/2026,SKU-1767,WH-01,OUT,86,POS
EVT799,2026-01-03 11:56:00,SKU-1965,WH-01,IN,5,POS
EVT800,,SKU-1365,WH-04,IN,21,POS
EVT801,2026-02-13 11:49:00,SKU-1116,WH-02,IN,17,ERP
EVT802,2026-04-22 16:38:00,SKU-1788,WH-04,IN,13,WMS
EVT803,2026-04-18 03:06:00,SKU-1106,WH-05,IN,34,WMS
EVT804,2026-03-06 03:10:00,SKU-1624,WH-01,IN,35,WMS
EVT805,,SKU-1120,WH-02,IN,34,WMS
EVT806,2026-04-15 04:07:00,SKU-1510,WH-01,OUT,8,ERP
EVT807,14/04/2026,SKU-1449,WH-03,OUT,13,POS
EVT808,2026-02-16 20:42:00,SKU-1517,WH-02,IN,-5,ERP
EVT809,,SKU-1155,WH-02,OUT,21,POS
EVT810,01/05/2026,SKU-1919,,IN,64,ERP
EVT811,10/02/2026,SKU-1788,WH-05,OUT,91,ERP
EVT812,2026/04/26 18:03,SKU-1444,WH-03,IN,29,WMS
EVT813,,SKU-1730,WH-02,OUT,33,WMS
EVT814,,SKU-1894,WH-01,OUT,120,WMS
